22.079,10.928,-5.0036,2.5534
23.155,10.912,-0.51208,2.905
23.936,11.316,-1.8203,2.8163
22.252,10.881,-4.4734,2.3689
20.96,10.694,-5.5762,2.1831
24.537,10.454,-7.34,2.0463
23.122,11.324,1.4981,2.8676
22.19,13.015,4.9575,3.5017
25.547,11.63,-0.78994,0.89207
21.927,12.123,-4.1971,1.3267
23.089,12.143,-1.268,4.0335
23.309,12.751,-3.5752,4.4506
25.603,14.629,2.9085,8.8853
23.095,13.716,-0.20782,7.0996
23.807,14.149,1.4223,7.5831
25.393,16.094,0.50845,9.3451
23.92,14.646,-1.0145,8.9404
23.965,14.3,-5.4102,9.2724
21.662,13.626,2.2137,8.3982
23.017,15.291,4.8865,9.5858
25.133,14.305,-2.0304,9.2031
22.057,14.644,-2.9384,9.3034
24.174,14.788,-0.98738,9.4243
21.412,15.041,-2.2261,9.8793
24.593,15.233,-6.6982,9.7624
20.769,15.452,-6.1732,10.438
22.13,15.444,-4.5126,10.541
23.331,15.392,-7.3467,10.166
20.106,15.596,-6.5386,10.348
19.922,15.676,-6.6569,10.416
19.566,14.484,-7.2445,9.0638
22.18,14.73,-5.9613,9.3665
19.454,14.448,-3.5525,8.9421
19.512,13.97,-7.8916,8.3368
19.915,14.172,-7.098,8.6023
24.983,14.085,-7.9164,8.6324
25.05,14.398,-6.8401,8.99
22.163,14.446,-7.4427,8.9758
22.507,14.562,0.22935,9.1235
21.32,14.662,-6.6729,9.3438
21.616,14.529,-7.0477,9.0473
20.615,14.596,-5.9135,9.4232
23.223,14.706,-4.1802,9.4313
21.41,14.675,-1.6412,9.3463
20.385,14.846,3.5011,9.7921
20.181,14.763,-5.3061,9.5707
24.777,14.799,-0.3649,9.625
17.449,14.788,-5.6088,9.5879
22.137,14.743,-6.1021,9.4461
18.268,14.685,-5.9453,9.5363
20.311,14.591,-7.3171,9.232
18.87,14.7,-4.3372,9.6865
21.834,14.694,-4.4077,9.6338
20.547,15.473,6.1557,9.9804
19.848,14.644,-5.9268,9.1228
18.106,14.876,-6.7159,9.4241
16.492,14.76,-6.7791,9.2875
20.261,14.487,-7.5403,8.8894
20.572,14.715,-6.7165,9.2385
24.007,14.498,-6.8217,9.0095
19.624,14.118,-6.2367,8.9038
20.828,14.361,-7.0758,9.0623
18.978,14.413,-5.6319,9.1049
20.896,14.388,-4.861,9.1269
21.172,14.103,-5.905,8.7527
20.907,14.487,-6.8802,9.2475
19.151,14.241,-3.2785,8.8611
21.76,14.27,-6.6126,8.9866
20.116,14.932,4.002,9.6573
16.908,14.8,-6.753,9.6002
19.508,14.458,-2.4846,10.236
22.806,14.673,-1.5342,9.8219
25.141,14.726,-0.10039,10.67
22.914,14.838,0.8747,12.617
23.407,15.109,5.4973,15.461
23.812,14.685,-2.0825,9.4892
23.608,14.571,-1.9198,9.4928
20.438,14.796,1.0752,10.885
22.358,17.454,14.233,22.404
23.384,14.486,-4.4884,9.1979
21.198,18.402,16.027,24.261
23.109,17.976,15.814,24.127
22.446,15.683,10.579,18.84
22.309,14.625,-6.5779,9.3462
24.386,14.365,-1.5903,10.216
24.063,14.666,1.9229,9.353
19.984,14.505,-2.8384,9.7727
22.97,13.58,-5.6908,8.8873
19.612,14.374,1.8223,13.502
24.914,14.115,-3.2185,9.4351
21.285,16.215,11.28,19.815
23.085,14.234,-5.0638,8.7615
19.973,17.847,14.725,22.767
24.767,14.191,-7.1399,8.8212
21.923,18.296,15.78,23.743
24.829,14.671,-1.6494,9.3436
25.776,14.738,-0.323,9.4441
24.937,14.734,1.8723,10.036
23.647,14.216,-0.713,10.923
22.503,14.387,-4.4034,10.053
27.94,14.399,-4.6737,10.866
24.377,14.316,-0.41677,13.797
24.843,14.361,-6.5465,9.2441
23.111,15.316,9.0805,20.106
22.889,16.074,11.93,22.301
25.69,15.464,9.7608,19.698
22.019,17.964,15.798,25.901
22.682,14.25,-2.978,9.3662
22.398,14.476,5.868,19.562
26.132,14.002,-1.1501,12.617
23.488,14.788,13.715,26.099
24.875,14.289,-3.2108,9.4855
23.612,14.248,-1.0064,9.2643
24.889,14.12,-3.8254,8.8953
23.546,14.11,-2.9421,9.1304
23.616,14.207,-3.7551,9.3628
23.935,13.773,-7.5944,8.7532
25.724,13.832,-4.1567,8.8008
24.267,14.066,-7.5548,8.9394
22.294,14.147,4.2359,17.329
20.4,14.125,2.2874,14.21
22.663,14.194,3.609,16.601
25.673,14.226,10.776,23.191
23.207,14.813,13.524,26.107
