35.469,6.1152,3.7362,7.8587
36.617,8.4313,6.2126,11.087
38.271,7.3638,5.4087,9.7119
39.964,5.9533,3.9539,8.5832
33.873,5.6985,3.4945,7.6823
42.54,5.5552,2.8033,6.8317
36.258,12.491,7.9812,11.784
36.257,13.311,11.904,16.828
41.544,7.8266,6.1016,10.56
32.615,6.1967,4.0494,8.1027
41.932,9.1276,5.9471,11.352
45.171,8.2068,4.4389,9.8576
59.999,16.058,9.7094,19.365
42.78,11.143,6.8399,15.29
45.5,11.289,7.9806,15.898
36.495,9.9017,7.0904,14.17
36.81,8.7943,5.931,12.752
39.459,7.1102,3.5966,10.72
34.97,11.269,8.554,15.75
36.137,15.048,11.939,19.536
43.055,8.3053,5.3545,12.535
32.504,7.2286,4.7702,9.0911
44.074,9.4423,6.1894,13.6
37.537,8.5844,5.4113,11.969
41.209,6.7439,3.0871,9.7252
32.027,8.5156,3.3509,12.901
33.881,9.5856,4.0966,11.01
36.685,7.7329,2.8554,10.076
32.036,7.1395,3.163,11.319
31.655,6.678,3.0805,8.6375
29.219,6.1081,2.8766,8.5746
33.873,7.3266,3.3674,10.12
31.699,8.8943,4.5874,11.841
30.646,6.8492,2.6943,9.086
30.68,7.1146,2.9565,9.635
45.488,7.0422,2.6808,9.3734
44.875,7.1436,3.0491,9.7575
30.32,6.43,2.831,9.2357
34.29,10.686,6.8098,12.821
32.688,6.8254,3.0813,9.7116
32.07,7.3468,3.0131,9.1766
31.405,7.6877,3.3752,10.228
34.625,7.1937,4.1382,10.42
34.243,9.3019,5.5904,12.225
34.05,12.757,10.132,16.925
33.119,7.3793,3.6526,11.025
41.993,7.9521,6.4979,10.515
25.117,6.2248,3.4955,9.2293
33.799,7.1825,3.2972,9.9558
25.076,7.6687,3.3368,10.138
29.315,7.3638,2.8663,9.5552
27.648,7.9094,4.1156,12.193
29.253,8.0617,4.0979,11.424
34.349,16.954,13.621,20.708
30.524,6.5914,3.3519,8.8305
28.666,7.1859,3.1025,10.267
22.959,7.5107,3.05,9.9165
31.106,6.418,2.7679,8.4977
28.037,6.0108,3.097,7.4882
32.947,6.6993,3.0185,8.5878
28.696,6.6138,3.2169,9.4694
29.837,7.1902,2.9392,9.7857
29.975,7.7821,3.4962,10.425
33.475,8.0946,3.854,10.2
30.125,8.2165,3.4157,8.7849
31.442,8.3169,3.038,8.6427
31.568,9.3584,4.7826,11.018
33.492,8.207,3.1105,8.9936
29.436,13.373,10.449,16.003
25.438,8.5657,3.1106,9.2695
31.303,9.8159,4.8715,15.144
39.662,9.9152,5.7269,15.43
47.163,10.641,6.9873,17.227
33.757,7.6004,4.1891,19.524
32.796,9.3617,5.7574,25.59
31.037,8.9796,5.2605,13.555
33.653,9.8742,5.4421,14.335
28.962,10.65,7.3181,25.237
31.15,12.461,10.011,44.748
35.91,6.8079,4.0089,9.3644
32.662,12.317,10.284,52.187
38.458,12.764,10.607,55.219
34.347,12.379,9.9949,51.136
37.356,7.2167,3.1186,10.016
41.556,8.6249,4.9103,17.289
39.939,12.349,8.1816,16.715
27.277,7.9665,4.8636,14.048
34.457,6.6217,3.4567,12.742
31.445,7.9977,4.108,19.379
40.834,8.3968,4.1927,16.277
32.264,12.109,8.642,35.719
34.974,7.9447,3.8001,11.437
31.284,11.742,9.4613,44.796
42.142,5.9195,2.931,8.309
30.577,13.023,10.878,50.944
38.282,9.6048,5.5389,14.609
38.057,10.435,6.5049,12.732
44.282,11.409,8.3504,20.819
42.217,9.7236,6.2049,19.234
39.621,8.1311,4.0753,15.929
49.488,7.7391,3.7112,15.138
41.662,7.5955,4.4415,19.899
49.665,5.8615,3.1424,8.6713
40.694,9.8091,6.7456,35.181
36.162,11.512,8.1507,48.533
46.656,13.964,8.9206,48.913
39.37,16.853,12.104,64.516
39.189,10.151,4.7744,13.131
37.838,12.101,8.9604,39.628
42.993,8.861,5.1214,28.241
43.977,9.9411,9.1534,66.633
52.344,9.1389,4.6874,12.898
47.504,9.391,5.9788,13.893
62.484,9.1944,4.3515,12.043
47.362,8.6127,4.8143,12.729
45.345,7.7036,4.3859,10.876
45.69,5.9065,2.7852,8.4451
43.808,7.5084,4.2241,12.735
42.265,7.2554,2.7884,8.9732
36.549,8.4805,6.1566,32.34
30.44,9.5043,6.7112,28.623
36.568,7.6756,6.4739,42.132
51.45,7.8486,7.7168,52.794
40.447,9.0264,8.8424,73.063
36.976,8.9402,8.29,61.717
47.889,11.896,12.526,97.894
44.448,11.282,12.444,104.06
34.753,13.163,13.695,115.38
42.403,15.597,15.354,134.12
43.934,12.973,11.422,96.615
32.346,8.0598,4.4094,14.44
37.859,11.353,9.4802,69.832
36.448,6.7379,2.8376,10.827
27.622,12.806,15.781,109.44
50.115,11.566,5.7349,13.76
51.446,7.8798,3.5934,11.269
47.452,9.3368,4.517,12.39
46.522,8.3774,2.9543,9.1592
40.261,7.7919,2.7398,8.8337
37.569,7.5042,2.5363,8.6292
32.119,6.7259,3.3366,15.997
29.561,5.8218,3.3781,19.728
38.317,7.4989,4.2936,17.96
25.475,8.7643,5.5992,17.782
29.041,7.8285,5.1372,10.628
42.04,10.279,6.5757,15.552
59.217,10.229,5.5566,14.001
42.517,8.834,4.8938,20.626
36.164,8.5694,3.9295,10.147
41.443,13.337,10.565,16.103
33.779,9.3927,5.536,11.929
29.257,7.8272,3.0992,9.1617
28.725,8.1445,3.7045,9.5889
31.368,7.4923,3.4349,8.865
37.436,9.4058,5.8463,13.811
39.64,11.776,8.6527,18.513
33.118,8.1502,4.5678,17.279
37.722,7.7462,3.4554,10.303
37.754,8.2261,4.1009,16.878
38.561,8.2337,3.2906,16.164
35.923,7.7841,3.4273,10.358
33.072,9.6887,5.0913,14.788
44.523,9.8102,5.0069,16.124
41.34,10.414,8.0637,15.329
47.068,18.453,16.831,27.907
45.715,8.2073,5.0139,13.229
40.286,5.716,2.9756,7.3218
42.194,5.652,3.1629,10.916
35.079,7.337,5.1295,12.304
33.027,7.9448,4.3448,13.949
48.628,9.5654,5.9985,15.982
42.033,6.7011,2.6665,8.4606
43.117,11.999,8.0491,30.996
34.477,7.6981,2.9869,8.8244
37.173,12.092,7.6073,29.783
34.575,13.446,9.7376,38.896
39.56,7.1647,2.7481,8.5296
51.006,14.644,11.272,43.123
42.607,7.7779,5.6118,10.958
46.093,14.356,12.915,44.079
48.762,5.8426,3.3293,8.9409
43.171,7.1886,3.6694,11.004
39.642,6.6264,2.9524,8.9628
33.12,6.5038,3.1239,9.5235
24.521,6.6825,3.3064,9.6817
40.443,6.0219,3.0034,9.3022
42.354,5.3541,2.7801,7.316
29.84,6.0557,2.7824,9.5822
37.321,10.844,8.0996,15.561
44.825,8.5294,6.708,23.466
49.632,10.278,7.3475,17.074
46.442,7.8065,4.2307,14.888
28.169,7.7678,4.4686,10.865
23.672,6.748,4.3057,10.561
37.476,5.3759,3.0614,8.3267
44.951,5.5622,3.2822,7.47
45.831,5.7341,3.2267,7.6311
42.897,11.38,8.3997,35.052
31.918,6.3015,3.6148,9.6026
50.422,5.9723,3.3865,9.6392
44.653,13.761,11.203,48.476
28.209,5.6495,2.5839,8.8705
41.493,15.084,13.334,53.912
52.857,12.004,8.4977,18.117
51.226,15.45,13.937,57.394
51.534,14.641,11.713,48.833
41.415,5.8188,2.7426,9.2636
34.107,5.3592,2.5786,6.6309
41.574,6.0247,2.8604,9.5471
32.585,6.3843,2.745,9.6587
38.364,8.4378,4.3978,11.541
44.462,7.3517,3.3485,9.6146
49.116,9.8267,5.43,15.049
48.372,7.8798,3.4823,10.821
49.359,7.2255,3.0426,9.7725
26.326,8.0771,3.7019,10.374
27.451,8.8494,5.3559,13.863
