161.39,12.383,0.31596,1.8003
206.78,12.336,0.88878,1.9521
247.53,13.541,0.65761,1.9126
167.96,12.25,0.35699,1.7254
124.73,11.732,0.27694,1.6531
284.27,11.102,0.1845,1.6019
205.21,13.564,1.4119,1.9353
165.59,20.022,3.1315,2.2396
358.64,14.556,0.83369,1.228
155.85,16.305,0.38044,1.3573
203.67,16.378,0.7468,2.5313
214.23,18.84,0.43901,2.7865
363.3,29.036,1.9537,7.7363
203.93,23.527,0.95328,5.1282
240.27,25.997,1.3875,5.7321
346.16,40.682,1.1242,8.6003
246.62,29.151,0.79169,7.8351
249.17,26.918,0.28773,8.4575
146.64,23.047,1.6648,6.9154
200.29,33.818,3.0807,9.0904
326.07,26.948,0.62656,8.3236
160.6,29.133,0.50835,8.5181
261.47,30.114,0.79664,8.7585
138.41,31.92,0.59895,9.7259
287.91,33.362,0.21388,9.4675
119.37,35.088,0.24137,11.061
163.32,35.029,0.35379,11.328
215.34,34.609,0.18422,10.389
102.47,36.278,0.22189,10.835
98.212,36.947,0.21593,11.004
90.498,28.082,0.18861,8.0608
165.19,29.718,0.25344,8.6428
88.177,27.849,0.44132,7.8382
89.376,24.948,0.1625,6.8183
98.052,26.132,0.19507,7.2481
314.98,25.616,0.16157,7.2986
319.9,27.527,0.20701,7.925
164.56,27.836,0.18019,7.8992
178.11,28.587,1.0542,8.1724
135.53,29.255,0.21514,8.5977
145.09,28.372,0.19735,8.0302
115.2,28.813,0.25624,8.7562
210.02,29.553,0.38192,8.7725
138.36,29.341,0.6853,8.6026
109.27,30.52,2.2393,9.5325
104.25,29.94,0.29471,9.0588
300.41,30.194,0.91941,9.1728
55.578,30.116,0.27486,9.0947
163.58,29.805,0.24535,8.8026
67.11,29.409,0.25437,8.9873
107.43,28.782,0.18548,8.3792
77.091,29.511,0.36836,9.3036
152.55,29.471,0.36244,9.1914
113.42,35.259,4.1264,9.955
96.557,29.132,0.25546,8.1711
64.654,30.732,0.21301,8.758
44.591,29.921,0.20994,8.487
106.19,28.097,0.17618,7.7436
114.08,29.616,0.21299,8.3916
251.61,28.172,0.20789,7.9608
91.714,25.812,0.23787,7.7692
121.01,27.296,0.19608,8.058
79.029,27.626,0.27341,8.1374
122.9,27.468,0.32651,8.1788
130.97,25.72,0.25674,7.5036
123.22,28.1,0.20511,8.4091
82.237,26.55,0.47006,7.6932
149.97,26.73,0.21814,7.9189
102.71,31.134,2.513,9.2412
49.066,30.201,0.2112,9.1205
89.296,27.911,0.56433,10.559
190.8,29.332,0.70239,9.5981
326.64,29.689,0.97715,11.669
195.63,30.462,1.2231,18.269
219.11,32.428,3.5459,35.16
240.54,29.414,0.61908,8.8904
229.51,28.651,0.64272,8.8977
110.61,30.172,1.2809,12.262
172.12,55.647,26.504,173.96
217.97,28.096,0.35576,8.3136
131.78,69.211,40.063,266.76
204.58,62.744,38.138,258.65
